Filer ID,Name,Office,Subdivision,Municipality,District,County
C11028,DENNIS P. BARBER,Town Council,Town,Knox,N/A,Albany County
C21052,DESFOSSES GOOD GOVERNMENT COMMITTEE,Council President,County,Albany,N/A,Albany County
C09220,DIANE M. CHAMPION,Town Tax Collector,Town,Knox,N/A,Albany County
C68735,DIANE R. DESCHENES,Town Clerk,Town,New Scotland,N/A,Albany County
C03767,DIANNE R. NOLIN,Mayor,City,Cohoes,N/A,Albany County
C34005,DIANNE RIGNEY NOLIN,Councilman,City,Cohoes,4,Albany County
C00585,DICK SHERWOOD,Town Justice,Town,Guilderland,N/A,Albany County
C01193,DIMAGGIO FOR SUPERVISOR,Supervisor,County,Albany,N/A,Albany County
C21968,DOMINICK MICHAEL CALSOLARO,Common Council,County,Albany,1,Albany County
C05054,DONALD RUSSELL,City Council,City,Cohoes,2,Albany County
C00344,DORCEY L. APPLYRS,Common Council,City,Albany,1,Albany County
C32930,DOUGLAS A. BULLOCK,County Legislator,County,Albany,8,Albany County
C05153,DOUGLAS A. SCHULZ,County Legislator,County,Albany,34,Albany County
C34585,DOUGLAS E. LAGRANGE,Supervisor,Town,New Scotland,N/A,Albany County
C88113,DOUGLAS T BRANCH,County Committee,Town,Bethlehem,16,Albany County
C05403,DRAKE FOR ALBANY COUNTY,County Legislator,County,Albany,19,Albany County
C01220,DRAKE FOR COLONIE,Supervisor,Town,Colonie,N/A,Albany County
C10504,DUSTIN MICHAEL REIDY,County Legislator,County,Albany,30,Albany County
C22319,E. NANCY WILEY,County Legislator,County,Albany,8,Albany County
C11030,EARL H. BARCOMB,Town Council,Town,Knox,N/A,Albany County
C20506,ELIZABETH A. DEL TORTO,Clerk,Town,Colonie,N/A,Albany County
C38000,ELLEN ROSE FOGARTY,City Council,City,Watervliet,N/A,Albany County
C07330,EMMANUELLE AMEROSO,Common Council,City,Albany,6,Albany County
C56596,FERNANDO J. DIMAGGIO,Town Board,Town,Bethlehem,N/A,Albany County
C01194,FERNANDO J. DIMAGGIO,Supervisor,County,Albany,N/A,Albany County
C85856,FOOT HILLS DEMOCRATS,N/A,County,Albany,N/A,Albany County
C08489,FRANCIS G. MC GRUTY,City Council,City,Watervliet,N/A,Albany County
C05723,FRANCIS JOSEPH VITOLLO,County Executive,County,Albany,N/A,Albany County
C07392,FRANCIS M. SIMMONS,Coroner,County,Albany,N/A,Albany County
C08597,FRANK 4 COLONIE,Town Supervisor,Town,Colonie,N/A,Albany County
C08598,FRANK A. MAURIELLO,Town Supervisor,Town,Colonie,N/A,Albany County
C04867,FRANK A. MAURIELLO,County Legislator,County,Albany,27,Albany County
C28926,FRANK J. COMMISSO,County Legislator,County,Albany,11,Albany County
C06569,FRANK J. COMMISSO JR.,Mayor,City,Albany,N/A,Albany County
C03495,"FRANK J. COMMISSO, JR.",Common Council,City,Albany,15,Albany County
C20194,FRANK MAURIELLO,Town Board,Town,Colonie,N/A,Albany County
C20968,FRANK P. MILANO,Town Justice,Town,Bethlehem,N/A,Albany County
C00733,FRANK ZEOLI,Highway Superintendent,Town,Bethlehem,N/A,Albany County
C53855,FRATERRIGO FOR GUILDERLAND,Town Board,Town,Guilderland,N/A,Albany County
C21232,FREDERICK FOR ALBANY,N/A,County,Albany,6,Albany County
C50418,FREDERICK M. ALTMAN,Town Justice,Town,Colonie,N/A,Albany County
C62655,FRIEND OF VICTOR CAIN,Common Council,City,Albany,2,Albany County
C06783,FRIENDS 4 ANDRES RIVERA,Common Council,City,Albany,1,Albany County
C82095,FRIENDS 4 FREEMAN,Common Council,County,Albany,N/A,Albany County
C34062,FRIENDS 4 FREEMAN,County Legislator,County,Albany,2,Albany County
C82075,FRIENDS 4 FREEMAN,Common Council,County,Albany,N/A,Albany County
C01457,FRIENDS FOR FUSCO-RAGAINI,Town Board,Town,Colonie,N/A,Albany County
C34951,FRIENDS FOR GREENE,County Legislator,County,Albany,33,Albany County
C36486,FRIENDS FOR LOCAL GOVERNMENT,N/A,County,Albany,N/A,Albany County
C47414,FRIENDS FOR NATHAN LEBRON,County Executive,City,Albany,N/A,Albany County
C85679,FRIENDS FOR STEFAN KALOGRIDIS,County Legislator,County,Albany,14,Albany County
C11238,FRIENDS OF ADAM BIGGS FOR COMMON COUNCIL,Common Council,City,Cohoes,5,Albany County
C05811,FRIENDS OF ADAM GREENBERG,Town Board,Town,New Scotland,N/A,Albany County
C21729,FRIENDS OF AL MAIKELS,Comptroller,County,Albany,N/A,Albany County
C84546,FRIENDS OF AL MAIKELS,Town Board,Town,Guilderland,N/A,Albany County
C03982,FRIENDS OF ALANA SPARROW MATULIS,Common Council,City,Albany,2,Albany County
C07139,FRIENDS OF ALFREDO,Common Council,City,Albany,11,Albany County
C04613,FRIENDS OF ALICIA RONEY,Receiver of Taxes,Town,Bethlehem,N/A,Albany County
C01478,FRIENDS OF ALISON MCLEAN LANE,Town Clerk,Town,Colonie,N/A,Albany County
C23220,FRIENDS OF ANDRE CLARIDGE,Town Board,Town,Colonie,N/A,Albany County
C00623,FRIENDS OF ANDRES RIVERA,Common Council,City,Albany,1,Albany County
C04458,FRIENDS OF ANDY HOLLAND,County Legislator,County,Albany,33,Albany County
C00602,FRIENDS OF ANDY KIRBY,Town Justice,Town,Bethlehem,N/A,Albany County
C06766,FRIENDS OF ANDY KIRBY,Town Justice,Town,Bethlehem,N/A,Albany County
C33471,FRIENDS OF ANTON KONEV,Common Council,County,Albany,32,Albany County
C31404,FRIENDS OF APRIL KENNEDY,City Council,City,Cohoes,N/A,Albany County
C04547,FRIENDS OF APRIL TRUDEAU,City Council,City,Cohoes,6,Albany County
C47435,FRIENDS OF BARBARA SMITH,Common Council,City,Albany,4,Albany County
C08059,FRIENDS OF BEN STURGES,Coroner,County,Albany,N/A,Albany County
C04327,FRIENDS OF BEN SYDEN,County Legislator,County,Albany,23,Albany County
C06779,FRIENDS OF BERORO EFEKORO,Common Council,City,Albany,11,Albany County
C20893,FRIENDS OF BETTY BARNETTE,N/A,County,Albany,N/A,Albany County
C10360,FRIENDS OF BILL ANDREWS,Family Court Judge,County,Albany,N/A,Albany County
C21731,FRIENDS OF BILL AYLWARD,County Legislator,County,Albany,31,Albany County
C21021,FRIENDS OF BILL CLAY,County Legislator,County,Albany,13,Albany County
C86530,FRIENDS OF BILL HENNESSY,Town Board,Town,New Scotland,N/A,Albany County
C25899,FRIENDS OF BILL HOBLOCK,County Legislator,County,Albany,26,Albany County
C10342,FRIENDS OF BILL KEELER,Mayor,City,Cohoes,N/A,Albany County
C10420,FRIENDS OF BILL KELLY,City Court Judge,City,Albany,N/A,Albany County
C87419,FRIENDS OF BILL REINHARDT,Town Council,Town,Bethlehem,N/A,Albany County
C31400,FRIENDS OF BILL RICARD,County Legislator,County,Albany,17,Albany County
C11725,FRIENDS OF BILL SMITH,Common Council,City,Cohoes,1,Albany County
C09161,FRIENDS OF BRIAN AUSTIN,Town Board,Town,Colonie,N/A,Albany County
C87495,FRIENDS OF BRIAN HAAK,Town Council,Town,Colonie,N/A,Albany County
C84628,FRIENDS OF BRIAN K. FORTE,Supervisor,Town,Guilderland,N/A,Albany County
C26860,FRIENDS OF BRIAN MURPHY,Town Justice,Town,Bethlehem,N/A,Albany County
C00355,FRIENDS OF BRUCE HIDLEY,County Clerk,County,Albany,N/A,Albany County
C86009,FRIENDS OF BRYAN BEST,County Legislator,County,Albany,28,Albany County
C32779,FRIENDS OF BRYAN CLENAHAN,County Legislator,County,Albany,30,Albany County
C09995,FRIENDS OF BRYAN CLENAHAN (2018),Town Justice,Town,Guilderland,N/A,Albany County
C19759,FRIENDS OF C. MICHELE ZILGME,Receiver of Taxes,Town,Colonie,N/A,Albany County
C23825,FRIENDS OF CARL ZEILMAN,County Legislator,County,Albany,N/A,Albany County
C10946,FRIENDS OF CARMEN RAU,County Legislator,County,Albany,1,Albany County
C03757,FRIENDS OF CARMEN RAU,County Legislator,County,Albany,1,Albany County
C05044,FRIENDS OF CARON O'BRIEN CRUMMEY,County Legislator,County,Albany,21,Albany County
C86649,FRIENDS OF CATHY FAHEY,Common Council,City,Albany,7,Albany County
C51148,FRIENDS OF CATHY FAHEY,City Council,City,Albany,7,Albany County
C85119,FRIENDS OF CHARLIE CAHILL,Highway Superintendent,Town,Guilderland,N/A,Albany County
C30910,FRIENDS OF CHARLIE DIAMOND,Councilman,City,Watervliet,N/A,Albany County
C05956,FRIENDS OF CHERYL FOWLER,County Court Judge,County,Albany,N/A,Albany County
C01496,FRIENDS OF CHRIS ALDRICH,Town Justice,Town,Guilderland,N/A,Albany County
C32402,FRIENDS OF CHRIS BURKE,County Legislator,County,Albany,6,Albany County
C05103,FRIENDS OF CHRIS ELLIS,County Legislator,County,Albany,6,Albany County
C33090,FRIENDS OF CHRIS HIGGINS,County Legislator,County,Albany,6,Albany County
C06958,"FRIENDS OF CHRIS QUIRK, CPA",City Auditor,City,Albany,N/A,Albany County
C04499,FRIENDS OF CHRISTINE BENEDICT,Supervisor,Town,Colonie,N/A,Albany County
C09764,FRIENDS OF CHRISTINE NAPIERSKI,Town Justice,Town,Guilderland,N/A,Albany County
C05221,FRIENDS OF CHRISTOPHER CAREY,Town Board,Town,Colonie,N/A,Albany County
C11618,FRIENDS OF CHRISTOPHER F. DAVIS,City Council,City,Cohoes,5,Albany County
C05255,FRIENDS OF CHRISTOPHER H. SMITH,County Legislator,County,Albany,39,Albany County
C07577,FRIENDS OF CHRISTOPHER HIGGINS,Council President,City,Albany,N/A,Albany County
C85655,FRIENDS OF CINDY DOTT,County Legislator,County,Albany,24,Albany County
C33975,FRIENDS OF CINDY DOTT,County Legislator,County,Albany,24,Albany County
C32465,FRIENDS OF CLIFTON DIXON,County Legislator,County,Albany,4,Albany County
C07809,FRIENDS OF COLIN DWYER,Town Justice,Town,Bethlehem,N/A,Albany County
C43815,FRIENDS OF COREY ELLIS,Council President,City,Albany,N/A,Albany County
C85102,FRIENDS OF CRAIG APPLE,Sheriff,County,Albany,N/A,Albany County
C50385,FRIENDS OF DAN DUSTIN,Councilman,Town,Colonie,N/A,Albany County
C03540,FRIENDS OF DAN EGAN,County Executive,County,Albany,N/A,Albany County
C50495,FRIENDS OF DAN HORNICK,Town Council,Town,Colonie,N/A,Albany County
C08392,FRIENDS OF DAN LEINUNG,Town Council,Town,New Scotland,N/A,Albany County
C20901,FRIENDS OF DAN MCGINN,N/A,County,Albany,N/A,Albany County
C04638,FRIENDS OF DAN MCGINN,County Legislator,County,Albany,8,Albany County
C20443,FRIENDS OF DANIEL P. MCCOY,County Executive,County,Albany,10,Albany County
C08613,FRIENDS OF DANIEL W COFFEY,Town Council,Town,Bethlehem,N/A,Albany County
C10635,FRIENDS OF DANIELA WEISS,County Legislator,County,Albany,14,Albany County
C04688,FRIENDS OF DANNIELLE HILLE,County Legislator,County,Albany,6,Albany County
C08226,FRIENDS OF DARRELL DUNCAN,Legislator,County,Albany,38,Albany County
C21733,FRIENDS OF DAVE BOSWORTH,Town Board,Town,Guilderland,N/A,Albany County
C10993,FRIENDS OF DAVE HARRINGTON,County Legislator,County,Albany,36,Albany County
C33192,FRIENDS OF DAVE LUSSIER,County Legislator,County,Albany,7,Albany County
C23041,FRIENDS OF DAVE MAYO,County Legislator,County,Albany,21,Albany County
C87405,FRIENDS OF DAVID C. ROWLEY,Town Board,Town,Colonie,N/A,Albany County
C04131,FRIENDS OF DAVID CARDONA,County Legislator,County,Albany,29,Albany County
C32931,FRIENDS OF DAVID HANNOUSH,County Legislator,County,Albany,15,Albany County
C10478,FRIENDS OF DAVID LEVY,Family Court Judge,County,Albany,N/A,Albany County
C24386,FRIENDS OF DAVID SOARES,District Attorney,County,Albany,N/A,Albany County
C04167,FRIENDS OF DAVID VANLUVEN,Supervisor,Town,Bethlehem,N/A,Albany County
C85100,FRIENDS OF DEBORAH BUSCH,County Legislator,County,Albany,39,Albany County
C34540,FRIENDS OF DENIS FOLEY,Town Clerk,Town,Bethlehem,N/A,Albany County
C21164,FRIENDS OF DENISE RANDALL,Town Justice,Town,Guilderland,N/A,Albany County
C84717,FRIENDS OF DENISE SHEEHAN,Supervisor,Town,Colonie,N/A,Albany County
C21533,FRIENDS OF DENNIS FEENEY,County Legislator,County,Albany,N/A,Albany County
C00584,FRIENDS OF DICK SHERWOOD,Surrogate Court Judge,County,Albany,N/A,Albany County
C21967,FRIENDS OF DOMINICK CALSOLARO,Common Council,County,Albany,1,Albany County
C00343,FRIENDS OF DORCEY APPLYRS,Common Council,City,Albany,1,Albany County
C32929,FRIENDS OF DOUG BULLOCK,County Legislator,County,Albany,8,Albany County
C58975,FRIENDS OF DOUG LAGRANGE,Supervisor,Town,New Scotland,N/A,Albany County
C05152,FRIENDS OF DOUG SCHULZ,County Legislator,County,Albany,34,Albany County
C10503,FRIENDS OF DUSTIN REIDY,County Legislator,County,Albany,30,Albany County
C22318,FRIENDS OF E. NANCY WILEY,County Legislator,County,Albany,8,Albany County
C37999,FRIENDS OF ELLEN FOGARTY,Councilman,City,Watervliet,N/A,Albany County
C28925,FRIENDS OF FRANK COMMISSO,County Legislator,County,Albany,11,Albany County
C04866,FRIENDS OF FRANK MAURIELLO,County Legislator,County,Albany,27,Albany County
C08488,FRIENDS OF FRANK MC GROUTY,City Council,City,Watervliet,N/A,Albany County
C00732,FRIENDS OF FRANK ZEOLI,Highway Superintendent,Town,Bethlehem,N/A,Albany County
C50417,FRIENDS OF FRED ALTMAN,Town Justice,Town,Colonie,N/A,Albany County
C19860,FRIENDS OF GARY DOMALEWICZ,Treasurer,City,Albany,11,Albany County
C03907,FRIENDS OF GARY W DOMALEWICZ,County Legislator,County,Albany,10,Albany County
C08846,FRIENDS OF GEORGE HARDER,Town Council,Town,Bethlehem,N/A,Albany County
C11087,FRIENDS OF GEORGE SCARINGE,Supervisor,Town,Colonie,N/A,Albany County
C21092,FRIENDS OF GIL ETHIER,Legislator,County,Albany,19,Albany County
C06204,FRIENDS OF GILES WAGONER,Town Council,Town,Bethlehem,N/A,Albany County
C07654,FRIENDS OF GINNIE FARRELL,Common Council,City,Albany,13,Albany County
C23929,FRIENDS OF GLEN CASEY,City Council,County,Albany,N/A,Albany County
C10222,FRIENDS OF GREG WIER,Highway Superintendent,Town,Guilderland,N/A,Albany County
C05298,FRIENDS OF HERB REILLY,Legislator,County,Albany,33,Albany County
C29581,FRIENDS OF HOWARD A. SHAFER,County Legislator,County,Albany,36,Albany County
C00987,FRIENDS OF HOWARD HYER,Highway Superintendent,Town,Bethlehem,N/A,Albany County
C83949,FRIENDS OF IRA BETHEA,N/A,County,Albany,N/A,Albany County
C00543,FRIENDS OF JACK FLYNN,Common Council,City,Albany,8,Albany County
C27041,FRIENDS OF JACK MC ENENY,State Committee,County,Albany,104,Albany County
C08212,FRIENDS OF JAHMEL ROBINSON,Common Council,City,Albany,5,Albany County
C84758,FRIENDS OF JANIS GONZALEZ,County Legislator,County,Albany,6,Albany County
C32463,FRIENDS OF JARED KING,County Legislator,County,Albany,34,Albany County
C10645,FRIENDS OF JARED MEAGHER,County Legislator,County,Albany,10,Albany County
C20452,FRIENDS OF JEAN CATALDO,Town Clerk,Town,Guilderland,N/A,Albany County
C11309,FRIENDS OF JEFF LAMOUNTAIN,County Legislator,County,Albany,24,Albany County
C85238,FRIENDS OF JEFFREY KUHN,Town Council,Town,Bethlehem,N/A,Albany County
C10795,FRIENDS OF JEFFREY KUHN,County Legislator,County,Albany,35,Albany County
C32032,FRIENDS OF JEN MUTHIG,County Legislator,County,Albany,8,Albany County
C84669,FRIENDS OF JEREMY MARTELLE,Town Board,Town,Bethlehem,N/A,Albany County
C86415,FRIENDS OF JEREMY NEAR,Town Board,Town,Bethlehem,N/A,Albany County
C10430,FRIENDS OF JESSICA WILCOX,City Court Judge,City,Albany,N/A,Albany County
C07134,FRIENDS OF JIM ADER,Common Council,City,Albany,6,Albany County
C09930,FRIENDS OF JIM CARRIERO,Town Board,Town,Bethlehem,N/A,Albany County
C03867,FRIENDS OF JIM FOSTER,Town Board,Town,Bethlehem,N/A,Albany County
C00829,FRIENDS OF JIM MILLER,Common Council,City,Albany,8,Albany County
C57255,FRIENDS OF JIMMY SCALZO,City Council,City,Albany,10,Albany County
C32880,FRIENDS OF JOE GOMEZ,County Legislator,County,Albany,20,Albany County
C20177,FRIENDS OF JOE IGOE,Councilman,City,Albany,14,Albany County
C25832,FRIENDS OF JOE MCCAFFREY,State Committee,County,Albany,108,Albany County
C85274,FRIENDS OF JOE O'BRIEN,County Legislator,County,Albany,25,Albany County
C05722,FRIENDS OF JOE VITOLLO,County Executive,County,Albany,N/A,Albany County
C07257,FRIENDS OF JOHN  WILLIAMSON,Councilman,City,Albany,1,Albany County
C84465,FRIENDS OF JOHN BAILEY,Town Justice,Town,Guilderland,N/A,Albany County
C22665,FRIENDS OF JOHN BERGENER,N/A,County,Albany,N/A,Albany County
C05332,FRIENDS OF JOHN FRAINIER,Common Council,City,Cohoes,6,Albany County
C34431,FRIENDS OF JOHN KEENAN,Town Justice,Town,New Scotland,N/A,Albany County
C20410,FRIENDS OF JOHN ROSENZWEIG,Councilman,County,Albany,10,Albany County
C21275,FRIENDS OF JOHN SCOTT COMMITTEE,N/A,County,Albany,N/A,Albany County
C20922,FRIENDS OF JOSEPH DE FELICE,County Court Judge,County,Nassau,N/A,Albany County
C05075,FRIENDS OF JOYCE BECKER,Town Council,Town,Bethlehem,N/A,Albany County
C07331,FRIENDS OF JOYCE LOVE,Common Council,City,Albany,3,Albany County
C00176,FRIENDS OF JUDD KRASHER,Common Council,City,Albany,11,Albany County
C10352,FRIENDS OF JUDGE ANDRA ACKERMAN,County Court Judge,County,Albany,N/A,Albany County
C02606,FRIENDS OF JUDGE DONOVAN,Town Justice,Town,Bethlehem,N/A,Albany County
C71675,FRIENDS OF JUDGE DONOVAN,Town Justice,Town,Bethlehem,N/A,Albany County
C09383,FRIENDS OF JUDGE DONOVAN,Town Justice,Town,Bethlehem,N/A,Albany County
C06681,FRIENDS OF JUDGE JOHN REILLY,City Court Judge,City,Albany,N/A,Albany County
C07000,FRIENDS OF JUDGE MASSRY 2017,Town Justice,Town,Colonie,N/A,Albany County
C06707,FRIENDS OF JUDGE TREXLER,City Court Judge,City,Albany,N/A,Albany County
C10484,FRIENDS OF JUDGE TREXLER,County Court Judge,County,Albany,N/A,Albany County
C01509,FRIENDS OF JUDY DOESSCHATE,Common Council,City,Albany,9,Albany County
C06850,FRIENDS OF JUDY LOGAN,Treasurer,City,Albany,N/A,Albany County
C00653,FRIENDS OF JULIE SASSO,Town Board,Town,Bethlehem,N/A,Albany County
C10895,FRIENDS OF JUSTIN ALESIO,Common Council,City,Cohoes,6,Albany County
C05441,FRIENDS OF KAREN WILSON,County Legislator,County,Albany,27,Albany County
C04897,FRIENDS OF KATHLEEN SCHMITZ-MORFE,County Legislator,County,Albany,3,Albany County
C03452,FRIENDS OF KATHY BURBANK,Town Board,Town,Guilderland,N/A,Albany County
C45035,FRIENDS OF KATHY SHEEHAN,Mayor,City,Albany,N/A,Albany County
C03969,FRIENDS OF KATIE MAYO,Common Council,City,Cohoes,N/A,Albany County
C07728,FRIENDS OF KELLY KIMBROUGH,Common Council,City,Albany,4,Albany County
C00370,FRIENDS OF KELLY KIMBROUGH,Common Council,City,Albany,4,Albany County
C20413,FRIENDS OF KEN RUNION,Supervisor,Town,Guilderland,N/A,Albany County
C32542,FRIENDS OF KENNETH BARNES,County Legislator,County,Albany,8,Albany County
C33743,FRIENDS OF KEVIN CROSIER,County Legislator,County,Albany,39,Albany County
C20575,FRIENDS OF KEVIN M BRONNER JR,Clerk,County,Albany,N/A,Albany County
C10779,FRIENDS OF KURT,Common Council,City,Cohoes,2,Albany County
C24367,FRIENDS OF KYLE KOTARY,Town Supervisor,County,Albany,N/A,Albany County
C61355,FRIENDS OF LAWRENCE MOULTRIE,Common Council,City,Albany,4,Albany County
C48734,FRIENDS OF LEAH GOLBY,Common Council,City,Albany,10,Albany County
C34598,FRIENDS OF LEE CARMAN,County Legislator,County,Albany,29,Albany County
C84159,FRIENDS OF LEE KINDLON,District Attorney,County,Albany,N/A,Albany County
C48835,FRIENDS OF LEIF ENGSTROM,City Auditor,City,Albany,N/A,Albany County
C00658,FRIENDS OF LENNY RICCHIUTI,Common Council,City,Albany,8,Albany County
C47462,FRIENDS OF LENNY RICCHIUTI,Council President,City,Albany,N/A,Albany County
C01705,FRIENDS OF LINDA JASINSKI,Town Board,Town,Bethlehem,N/A,Albany County
C30084,FRIENDS OF LUCI MCKNIGHT CAMPAIGN COMMITTEE,County Legislator,County,Albany,2,Albany County
C46955,FRIENDS OF LUKE GUCKER,Common Council,City,Albany,11,Albany County
C01215,FRIENDS OF LYNNE BUCHANAN,Receiver of Taxes,Town,Guilderland,N/A,Albany County
C03780,FRIENDS OF LYNNE LEKAKIS,County Legislator,County,Albany,8,Albany County
C08638,FRIENDS OF MALCOLM THORPE,Common Council,City,Albany,5,Albany County
C07685,FRIENDS OF MARC JOHNSON,Common Council,City,Albany,2,Albany County
C03727,FRIENDS OF MARIO CHIARELLO,County Legislator,County,Albany,6,Albany County
C02530,FRIENDS OF MARK A. ROBINSON,Common Council,City,Albany,5,Albany County
C00997,FRIENDS OF MARK D. LANSING,County Legislator,County,Albany,14,Albany County
C51457,FRIENDS OF MARK JORDAN,Town Justice,Town,Bethlehem,N/A,Albany County
C07180,FRIENDS OF MARK ROBINSON,Common Council,City,Albany,5,Albany County
C20454,FRIENDS OF MARY BRIZZELL,Supervisor,Town,Colonie,N/A,Albany County
C35318,FRIENDS OF MARY LOU,County Legislator,County,Albany,32,Albany County
C84749,FRIENDS OF MARY LOU,County Legislator,County,Albany,32,Albany County
C05022,FRIENDS OF MATT MILLER,County Legislator,County,Albany,36,Albany County
C10349,FRIENDS OF MATTHEW PETER,County Legislator,County,Albany,5,Albany County
C08423,FRIENDS OF MAUREEN CUNNINGHAM,Town Council,Town,Bethlehem,N/A,Albany County
C84254,FRIENDS OF MAUREEN O'BRIEN,County Legislator,County,Albany,N/A,Albany County
C09269,FRIENDS OF MELISSA JEFFERS VON DOLLEN,Town Council,Town,Colonie,N/A,Albany County
C85284,FRIENDS OF MERTON D. SIMPSON,County Legislator,County,Albany,2,Albany County
C04110,FRIENDS OF MERTON D. SIMPSON,County Legislator,County,Albany,2,Albany County
C34576,FRIENDS OF MICHAEL AIDALA,County Legislator,County,Albany,27,Albany County
C30572,FRIENDS OF MICHAEL DEMARTINO,Town Board,Town,Colonie,N/A,Albany County
C32791,FRIENDS OF MICHAEL F. RICARD,Town Council,Town,Guilderland,N/A,Albany County
C48672,"FRIENDS OF MICHAEL J. HOBLOCK, JR",Town Supervisor,Town,Colonie,N/A,Albany County
